"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 30, 2015","157.21","157.21","157.56","156.96","637.66K","0.07%"
"Oct 29, 2015","157.10","158.03","158.24","156.99","740.37K","-0.78%"
"Oct 28, 2015","158.34","158.26","158.60","157.92","592.81K","-0.01%"
"Oct 27, 2015","158.35","157.61","158.38","157.60","556.81K","0.48%"
"Oct 26, 2015","157.59","157.44","157.73","157.40","344.43K","0.08%"
"Oct 23, 2015","157.46","157.52","157.79","157.21","585.49K","-0.01%"
"Oct 22, 2015","157.47","156.64","157.72","156.42","675.96K","0.56%"
"Oct 21, 2015","156.59","155.76","156.69","155.72","567.36K","0.44%"
"Oct 20, 2015","155.91","156.81","156.88","155.71","702.41K","-0.47%"
"Oct 19, 2015","156.64","156.80","156.92","156.45","446.54K","-0.17%"
"Oct 16, 2015","156.91","156.70","157.11","156.69","403.36K","0.10%"
"Oct 15, 2015","156.75","156.85","157.12","156.65","476.77K","-0.08%"
"Oct 14, 2015","156.88","156.40","157.01","156.40","561.79K","0.45%"
"Oct 13, 2015","156.18","156.42","156.71","156.10","536.13K","-0.15%"
"Oct 12, 2015","156.42","156.03","156.47","155.83","272.32K","0.32%"
"Oct 09, 2015","155.92","156.16","156.27","155.77","473.36K","-0.26%"
"Oct 08, 2015","156.32","156.45","156.76","156.00","524.39K","0.10%"
"Oct 07, 2015","156.17","156.11","156.31","155.74","615.49K","-0.01%"
"Oct 06, 2015","156.18","156.62","156.68","155.91","615.33K","-0.21%"
"Oct 05, 2015","156.51","157.13","157.23","156.44","503.82K","-0.46%"
"Oct 02, 2015","157.24","156.62","157.67","156.44","751.89K","0.30%"
"Oct 01, 2015","156.77","156.11","156.96","155.94","730.44K","0.37%"
"Sep 30, 2015","156.19","156.12","156.29","155.85","589.95K","0.01%"
"Sep 29, 2015","156.17","156.36","156.53","155.86","637.69K","0.08%"
"Sep 28, 2015","156.04","155.71","156.29","155.42","534.34K","0.39%"
"Sep 25, 2015","155.43","155.75","155.82","155.13","620.30K","-0.49%"
"Sep 24, 2015","156.19","156.05","156.45","155.75","697.70K","0.17%"
"Sep 23, 2015","155.92","156.20","156.26","155.71","495.25K","-0.09%"
"Sep 22, 2015","156.06","154.97","156.19","154.89","717.88K","0.78%"
"Sep 21, 2015","154.85","155.27","155.32","154.75","419.84K","-0.16%"
"Sep 18, 2015","155.10","154.76","155.44","154.65","736.02K","0.91%"
"Sep 17, 2015","153.70","153.72","154.70","153.59","453.94K","-0.04%"
"Sep 16, 2015","153.76","153.92","154.22","153.50","716.70K","-0.23%"
"Sep 15, 2015","154.11","155.29","155.34","153.77","656.79K","-0.75%"
"Sep 14, 2015","155.28","155.20","155.51","155.00","342.09K","0.02%"
"Sep 11, 2015","155.25","154.81","155.31","154.70","415.30K","0.34%"
"Sep 10, 2015","154.73","154.86","155.07","154.54","480.27K","0.16%"
"Sep 09, 2015","154.49","154.48","154.95","154.31","548.04K","-0.11%"
"Sep 08, 2015","154.66","154.73","154.77","154.42","28.89K","0.02%"
"Sep 07, 2015","154.63","154.78","154.89","154.42","264.41K","0.00%"
"Sep 04, 2015","154.63","154.25","154.96","154.11","1.03M","0.50%"
"Sep 03, 2015","153.86","153.16","154.08","153.05","1.20M","0.47%"
"Sep 02, 2015","153.14","153.07","153.36","152.75","1.12M","0.13%"
"Sep 01, 2015","152.94","153.03","153.38","152.65","1.06M","-0.10%"
"Aug 31, 2015","153.09","153.76","154.00","152.66","401.97K","-0.49%"
"Aug 28, 2015","153.84","153.86","154.37","153.50","531.73K","0.07%"
"Aug 27, 2015","153.74","153.95","154.13","153.60","525.61K","-0.30%"
"Aug 26, 2015","154.21","153.63","154.52","153.52","906.05K","0.41%"
"Aug 25, 2015","153.58","155.36","155.45","153.38","1.03M","-1.35%"
"Aug 24, 2015","155.68","155.99","156.49","155.17","777.41K","0.04%"
"Aug 21, 2015","155.61","155.87","155.95","155.40","449.23K","0.02%"
"Aug 20, 2015","155.58","155.45","155.76","155.25","544.91K","0.43%"
"Aug 19, 2015","154.92","154.84","155.54","154.55","446.11K","0.06%"
"Aug 18, 2015","154.82","154.99","155.28","154.57","420.90K","-0.10%"
"Aug 17, 2015","154.98","154.78","155.09","154.52","347.95K","0.21%"
"Aug 14, 2015","154.66","154.97","155.15","154.54","342.04K","-0.17%"
"Aug 13, 2015","154.92","154.78","155.13","154.54","463.77K","-0.24%"
"Aug 12, 2015","155.29","155.24","155.48","154.81","630.36K","0.23%"
"Aug 11, 2015","154.94","154.23","154.99","154.14","496.89K","0.65%"
"Aug 10, 2015","153.94","154.43","154.45","153.86","274.06K","-0.32%"
"Aug 07, 2015","154.43","153.77","154.55","153.57","409.47K","0.47%"
"Aug 06, 2015","153.71","153.31","153.95","153.22","494.82K","0.24%"
"Aug 05, 2015","153.34","154.20","154.37","152.91","656.74K","-0.79%"
"Aug 04, 2015","154.56","154.62","155.09","154.16","479.25K","-0.01%"
"Aug 03, 2015","154.57","154.39","154.95","154.09","344.87K","0.11%"
"Jul 31, 2015","154.40","154.42","154.49","153.67","668.87K","0.02%"
"Jul 30, 2015","154.37","153.45","154.50","153.40","528.39K","0.49%"
"Jul 29, 2015","153.61","153.83","153.92","153.35","346.11K","-0.15%"
"Jul 28, 2015","153.84","153.88","153.93","153.28","435.61K","-0.04%"
"Jul 27, 2015","153.90","153.95","154.21","153.69","394.08K","0.03%"
"Jul 24, 2015","153.85","153.45","153.94","153.35","431.99K","0.47%"
"Jul 23, 2015","153.13","153.14","153.46","153.02","384.26K","-0.05%"
"Jul 22, 2015","153.21","153.00","153.30","152.67","397.21K","0.30%"
"Jul 21, 2015","152.75","153.00","153.32","152.50","465.06K","-0.10%"
"Jul 20, 2015","152.90","152.64","153.33","152.42","410.87K","0.16%"
"Jul 17, 2015","152.65","152.22","152.88","152.22","423.86K","0.38%"
"Jul 16, 2015","152.07","152.30","152.54","151.61","575.32K","-0.09%"
"Jul 15, 2015","152.20","151.47","152.69","151.30","608.20K","0.54%"
"Jul 14, 2015","151.38","151.10","151.75","150.94","481.85K","0.17%"
"Jul 13, 2015","151.12","151.20","151.34","149.49","720.62K","0.28%"
"Jul 10, 2015","150.70","152.09","152.09","150.34","845.96K","-1.28%"
"Jul 09, 2015","152.65","153.19","153.40","152.29","533.86K","-0.37%"
"Jul 08, 2015","153.22","153.45","154.24","153.10","709.62K","-0.44%"
"Jul 07, 2015","153.90","152.50","154.05","152.27","814.82K","1.14%"
"Jul 06, 2015","152.17","153.18","153.35","152.03","604.50K","0.24%"
"Jul 03, 2015","151.80","151.01","151.98","150.97","405.95K","0.50%"
"Jul 02, 2015","151.04","151.28","151.29","150.46","691.63K","-0.34%"
"Jul 01, 2015","151.56","152.01","152.22","151.10","721.06K","-0.29%"
"Jun 30, 2015","152.00","152.40","152.56","151.48","815.92K","0.15%"
"Jun 29, 2015","151.77","152.53","152.91","151.13","857.98K","1.05%"
"Jun 26, 2015","150.19","151.03","151.10","149.86","589.06K","-0.45%"
"Jun 25, 2015","150.87","151.32","151.45","150.45","650.33K","-0.14%"
"Jun 24, 2015","151.08","150.67","151.57","150.62","598.37K","0.26%"
"Jun 23, 2015","150.69","150.36","150.85","150.02","669.42K","0.22%"
"Jun 22, 2015","150.36","151.75","151.79","150.29","814.05K","-1.10%"
"Jun 19, 2015","152.04","151.43","152.22","151.38","541.40K","0.38%"
"Jun 18, 2015","151.47","152.06","152.47","150.60","763.32K","0.03%"
"Jun 17, 2015","151.43","151.73","151.94","151.26","584.35K","0.00%"
"Jun 16, 2015","151.43","151.44","152.21","151.28","787.12K","0.11%"
"Jun 15, 2015","151.27","151.38","151.83","151.00","672.11K","0.15%"
"Jun 12, 2015","151.04","150.91","151.30","149.93","779.63K","0.43%"
"Jun 11, 2015","150.39","149.04","150.76","148.66","869.59K","0.95%"
"Jun 10, 2015","148.98","149.41","149.64","148.23","1.03M","-0.29%"
"Jun 09, 2015","149.41","150.67","150.83","149.34","759.37K","-1.38%"
"Jun 08, 2015","151.50","151.45","151.82","150.89","18.67K","-0.10%"
"Jun 05, 2015","151.65","151.54","151.75","150.49","293.30K","0.07%"
"Jun 04, 2015","151.54","150.71","151.90","149.60","1.31M","0.24%"
"Jun 03, 2015","151.18","152.90","153.19","150.61","1.70M","-1.27%"
"Jun 02, 2015","153.13","154.85","154.97","152.73","1.68M","-1.37%"
"Jun 01, 2015","155.25","155.47","155.79","154.58","866.35K","-0.12%"
"May 29, 2015","155.43","155.27","155.70","155.06","638.81K","0.34%"
"May 28, 2015","154.90","154.90","155.24","154.79","566.72K","0.12%"
"May 27, 2015","154.71","154.71","155.15","154.36","712.91K","-0.04%"
"May 26, 2015","154.77","154.26","154.95","154.04","634.98K","0.50%"
"May 22, 2015","154.00","153.58","154.19","153.55","576.92K","0.26%"
"May 21, 2015","153.60","153.68","153.99","153.00","858.33K","-0.05%"
"May 20, 2015","153.67","153.88","154.46","153.55","681.55K","-0.14%"
"May 19, 2015","153.89","153.54","154.77","153.48","988.96K","0.25%"
"May 18, 2015","153.51","153.46","153.84","153.24","566.66K","-0.03%"
"May 15, 2015","153.56","153.10","153.90","153.01","668.51K","0.56%"
"May 14, 2015","152.70","152.15","153.21","152.01","709.42K","-0.01%"
"May 13, 2015","152.72","152.95","154.16","151.97","1.03M","-0.21%"
"May 12, 2015","153.04","153.30","153.51","152.27","1.25M","-0.71%"
"May 11, 2015","154.13","154.77","155.03","153.39","720.30K","-0.41%"
"May 08, 2015","154.76","154.36","154.96","153.56","988.23K","0.49%"
"May 07, 2015","154.00","153.73","154.44","151.44","1.73M","0.05%"
"May 06, 2015","153.93","154.74","154.97","153.70","1.30M","-0.59%"
"May 05, 2015","154.85","155.53","156.22","154.60","1.22M","-0.53%"
"May 04, 2015","155.67","156.68","156.75","155.46","632.93K","-0.66%"
"Apr 30, 2015","156.70","157.74","157.89","156.42","1.23M","-0.65%"
"Apr 29, 2015","157.73","159.19","159.21","157.60","1.15M","-0.97%"
"Apr 28, 2015","159.27","159.20","159.47","159.05","495.19K","0.05%"
"Apr 27, 2015","159.19","159.40","159.55","159.03","392.34K","-0.06%"
"Apr 24, 2015","159.29","159.17","159.38","158.93","546.43K","0.08%"
"Apr 23, 2015","159.17","159.24","159.58","159.02","613.27K","-0.01%"
"Apr 22, 2015","159.19","159.98","160.18","159.11","716.87K","-0.51%"
"Apr 21, 2015","160.00","160.36","160.44","159.82","507.05K","-0.22%"
"Apr 20, 2015","160.36","160.34","160.51","160.24","353.25K","0.04%"
"Apr 17, 2015","160.29","160.32","160.69","160.21","486.84K","0.07%"
"Apr 16, 2015","160.18","159.92","160.40","159.90","609.39K","0.14%"
"Apr 15, 2015","159.96","159.47","160.05","159.44","491.17K","0.26%"
"Apr 14, 2015","159.54","159.35","159.62","159.24","455.02K","0.21%"
"Apr 13, 2015","159.20","159.21","159.40","159.03","385.54K","0.01%"
"Apr 10, 2015","159.19","159.04","159.37","159.01","385.15K","0.04%"
"Apr 09, 2015","159.12","159.15","159.44","159.00","454.40K","0.03%"
"Apr 08, 2015","159.08","158.95","159.19","158.93","386.08K","0.20%"
"Apr 07, 2015","158.77","158.86","158.90","158.63","284.95K","0.01%"
"Apr 02, 2015","158.75","158.92","159.07","158.62","399.23K","-0.12%"
"Apr 01, 2015","158.94","158.72","159.21","158.56","572.24K","0.11%"
"Mar 31, 2015","158.76","158.54","158.88","158.35","496.43K","0.18%"
"Mar 30, 2015","158.48","158.52","158.89","158.39","395.01K","-0.04%"
"Mar 27, 2015","158.54","158.44","158.60","158.05","530.94K","0.08%"
"Mar 26, 2015","158.41","158.29","158.56","158.17","434.26K","0.05%"
"Mar 25, 2015","158.33","158.33","158.56","158.13","454.58K","0.13%"
"Mar 24, 2015","158.13","158.39","158.67","158.10","492.10K","-0.15%"
"Mar 23, 2015","158.37","158.88","158.95","158.24","430.62K","-0.25%"
"Mar 20, 2015","158.76","158.79","158.98","158.59","369.25K","0.04%"
"Mar 19, 2015","158.69","158.93","159.00","158.45","529.85K","0.03%"
"Mar 18, 2015","158.65","157.67","159.13","157.62","734.83K","0.67%"
"Mar 17, 2015","157.59","157.78","157.83","157.50","477.88K","-0.07%"
"Mar 16, 2015","157.70","158.02","158.06","157.46","511.36K","-0.18%"
"Mar 13, 2015","157.99","157.93","158.18","157.58","593.10K","0.02%"
"Mar 12, 2015","157.96","158.61","158.83","157.90","753.52K","-0.43%"
"Mar 11, 2015","158.64","158.40","158.79","158.14","770.22K","0.20%"
"Mar 10, 2015","158.33","157.29","158.49","157.26","800.51K","0.67%"
"Mar 09, 2015","157.28","156.23","157.37","156.20","692.54K","-1.12%"
"Mar 06, 2015","159.06","159.27","159.35","159.00","21.87K","0.04%"
"Mar 05, 2015","158.99","158.72","159.55","158.06","608.33K","0.14%"
"Mar 04, 2015","158.77","158.78","159.04","158.60","1.21M","-0.14%"
"Mar 03, 2015","159.00","159.08","159.26","158.74","1.33M","-0.08%"
"Mar 02, 2015","159.13","159.44","159.64","159.01","733.05K","-0.21%"
"Feb 27, 2015","159.46","159.80","159.80","159.22","844.13K","-0.21%"
"Feb 26, 2015","159.80","159.54","160.00","159.47","693.47K","0.22%"
"Feb 25, 2015","159.45","158.95","159.58","158.90","720.54K","0.37%"
"Feb 24, 2015","158.86","158.95","158.95","158.51","558.50K","0.00%"
"Feb 23, 2015","158.86","158.53","158.95","158.41","467.28K","0.03%"
"Feb 20, 2015","158.82","158.48","159.20","158.20","757.23K","0.12%"
"Feb 19, 2015","158.63","158.70","158.88","158.33","690.56K","0.06%"
"Feb 18, 2015","158.53","158.55","158.72","158.23","712.21K","-0.05%"
"Feb 17, 2015","158.61","159.36","159.36","158.29","577.45K","-0.20%"
"Feb 16, 2015","158.93","158.81","159.37","158.77","268.28K","-0.04%"
"Feb 13, 2015","158.99","159.09","159.13","158.72","518.98K","-0.07%"
"Feb 12, 2015","159.10","158.78","159.24","158.45","748.39K","0.31%"
"Feb 11, 2015","158.61","158.56","158.88","158.52","422.86K","0.09%"
"Feb 10, 2015","158.46","158.62","158.80","158.18","755.06K","-0.24%"
"Feb 09, 2015","158.84","158.58","159.11","158.45","519.78K","0.27%"
"Feb 06, 2015","158.42","158.57","158.96","158.32","612.70K","-0.10%"
"Feb 05, 2015","158.58","159.13","159.18","158.32","661.78K","-0.03%"
"Feb 04, 2015","158.62","158.66","159.04","158.52","675.58K","-0.18%"
"Feb 03, 2015","158.91","159.34","159.37","158.66","639.67K","-0.28%"
"Feb 02, 2015","159.35","159.37","159.50","159.16","484.03K","-0.03%"
"Jan 30, 2015","159.39","158.70","159.54","158.62","634.94K","0.42%"
"Jan 29, 2015","158.72","158.95","159.11","158.47","578.32K","-0.01%"
"Jan 28, 2015","158.74","158.17","159.19","157.83","674.40K","0.20%"
"Jan 27, 2015","158.42","158.31","158.48","158.15","595.36K","0.17%"
"Jan 26, 2015","158.15","158.88","159.05","158.13","547.70K","-0.37%"
"Jan 23, 2015","158.73","157.82","158.94","157.69","820.23K","0.63%"
"Jan 22, 2015","157.74","156.62","158.08","156.00","1.22M","0.59%"
"Jan 21, 2015","156.81","157.70","157.76","156.61","1.05M","-0.56%"
"Jan 20, 2015","157.69","157.63","157.85","157.53","618.09K","-0.05%"
"Jan 19, 2015","157.77","157.58","157.88","157.40","363.25K","0.21%"
"Jan 16, 2015","157.44","157.65","157.97","157.37","760.32K","0.00%"
"Jan 15, 2015","157.44","157.02","157.70","157.00","902.30K","0.11%"
"Jan 14, 2015","157.26","156.95","157.41","156.84","745.30K","0.37%"
"Jan 13, 2015","156.68","156.71","157.04","156.56","606.26K","-0.02%"
"Jan 12, 2015","156.71","156.52","156.90","156.30","484.35K","-0.02%"
"Jan 09, 2015","156.74","156.37","156.77","156.10","663.82K","0.26%"
"Jan 08, 2015","156.33","156.61","156.75","156.27","676.11K","-0.26%"
"Jan 07, 2015","156.73","156.85","157.26","156.51","759.12K","-0.12%"
"Jan 06, 2015","156.92","156.40","157.20","156.29","735.02K","0.45%"
"Jan 05, 2015","156.22","156.51","156.58","156.20","593.49K","-0.17%"
"Jan 02, 2015","156.48","155.84","156.57","155.74","337.40K","0.45%"
